!The ME, re-optimized to exclude 4 GeV runs, includes run 6620
! -9.077965214e-04 -4.065982239e-04  8.009399122e-04  0.000000000e+00  00000
 ---------------------------------------------------------------------
  2.783179284e-01 -5.018799092e-02  3.367609523e-02  6.671533990e-01  10000
 -1.414252424e+00  8.617564648e-02 -3.297568606e-02 -2.657067490e-01  01000
  6.111596089e-03 -7.806813250e-01  3.299394238e-01 -1.280072910e-03  00100
 -7.824672261e-02  1.591267436e+00 -2.108110236e+00 -8.943405840e-02  00010
 -6.031393049e-01 -1.195382205e-01 -1.399463660e-02 -1.958190720e+00  20000
  3.570382272e+00  1.226834948e+00 -1.230829388e-01  1.452546990e+01  11000
 -2.700666611e+00 -3.844402138e+00  8.248996862e-01 -1.476831280e+01  02000
  5.423721666e-02  4.152831241e+00 -9.599269800e-01 -6.742121300e-01  10100
 -1.191604711e-01 -2.153689882e+00  1.111922145e+00  1.686064100e+00  01100
  4.100419043e-02 -2.466979494e-01  7.452319345e-02 -1.064712810e+00  00200
 -4.130760255e-01 -4.256786249e+01  8.906066416e+00 -3.861623600e-01  10010
  1.421687016e+00  2.088705068e+01 -7.577552866e+00  2.634225560e+00  01010
  1.387986854e-01  3.250748982e+00 -1.057976092e+00  1.826926670e+00  00110
 -3.210819983e-01 -2.102757609e+00  9.196837955e-01  2.168635550e+00  00020
  2.367460476e+00 -3.056911416e-01  1.067366174e-01  6.952412660e+00  30000
 -1.912009719e+01 -1.441747086e+00 -1.491740175e-01 -7.117629720e+01  21000
  3.528918024e+01  9.469235858e+00 -1.940996272e+00  2.183454250e+02  12000
  5.608079702e+00 -2.069265237e+01  1.113172875e+01 -1.494520120e+02  03000
 -2.227153946e+00 -2.291028950e+01  2.633639561e+00 -1.319209080e-01  20100
  1.507678155e+01  1.456681345e+02 -1.313413433e+01  3.123720590e+01  11100
 -2.638402125e+01 -1.675010047e+02 -1.007305567e+01 -1.011433870e+02  02100
  9.181187061e-01  1.078701857e+00 -1.894822025e+00  1.089134940e+01  10200
 -4.275879942e+00  8.280854197e+00 -5.989844815e-01 -2.670315690e-01  01200
 -4.716382385e-01  8.002417637e+00 -3.440967721e+00 -1.706830870e-01  00300
  1.060429702e+01  2.373190035e+02 -4.019360418e+01 -1.683031290e+01  20010
 -6.988148633e+01 -1.539491072e+03  2.433561897e+02 -6.731082360e+01  11010
  1.274066079e+02  2.017133863e+03 -1.719958276e+02  3.220205560e+02  02010
 -1.253323408e+01 -1.754188362e+01  2.585091936e+01 -1.823520860e+02  10110
  6.340896480e+01 -7.818626046e+01 -1.973352243e+01  2.408723420e+02  01110
  8.883882469e+00 -4.593377388e+01  3.161315986e+01 -5.747485540e+00  00210
  5.890883058e+01  1.041698301e+02 -9.367607232e+01  4.604604340e+02  10020
 -3.458119098e+02  1.941866044e+02  9.203061972e+01 -1.535500100e+03  01020
 -5.276096738e+01 -5.894455155e+01 -1.386097941e+02  3.605707050e+00  00120
  9.597028062e+01  9.430029193e+02  2.740888467e+02  6.057099520e+01  00030
 -1.006786907e+01  1.427963546e+01 -7.701745741e+00 -1.428267590e+01  40000
  7.674705992e+01 -1.652085818e+02  9.100060520e+01  1.868455980e+02  31000
 -9.484010720e+00  6.842309299e+02 -3.760112003e+02 -8.001748440e+02  22000
 -9.119615650e+02 -1.085034197e+03  5.810545699e+02  1.214136390e+03  13000
  1.578857737e+03  5.280722605e+02 -2.020524570e+02 -2.347803730e+02  04000
  5.753827400e+00  2.450332492e+01  1.591368279e+00  1.518189660e+01  30100
 -4.446050335e+01 -2.786018124e+02  3.024521463e+01 -2.837748990e+02  21100
  3.760115935e+01  4.484829959e+02 -2.022124189e+02  1.247011950e+03  12100
  1.379110441e+02  1.763044008e+02  5.575889416e+02 -1.071093690e+03  03100
 -1.083877237e+01  3.724145833e+00  8.768766090e+00 -2.846487320e+01  20200
  7.024067801e+01 -7.078938288e+01  1.129449747e+01  7.638258350e+01  11200
 -1.240401876e+02 -1.499893486e+02 -1.089927584e+00 -3.376326460e+01  02200
  1.103445089e+01 -3.325534000e+01  1.966891615e+01  1.961214720e+01  10300
 -2.592588765e+01 -2.148037574e+02  1.293448245e+01 -6.817410900e+01  01300
 -5.746974268e+00  2.444174962e+01 -1.020404954e+01 -1.231564140e+01  00400
 -7.007467664e+01 -4.730045221e+02  2.450256890e+01  1.167436810e+02  30010
  6.853744849e+02  4.279906469e+03 -3.146220679e+02 -3.777306340e+02  21010
 -1.754536921e+03 -6.195447565e+03  4.333193580e+02  4.502264630e+02  12010
  1.081069044e+03 -5.203814317e+03 -6.834259922e+02 -4.506444170e+03  03010
  5.326679536e+01  1.636133333e+02 -1.805755862e+02  3.835757030e+02  20110
 -2.237110857e+02  1.849541569e+02  1.716313457e+02  4.021833960e+02  11110
  2.454302742e+02  5.949654172e+02  1.187242904e+02  5.592595230e+02  02110
 -1.498390713e+02  8.540680872e+02 -3.361632727e+02 -2.502658650e+02  10210
  2.593843311e+02  1.490857630e+03 -4.064039928e+01  1.218118960e+03  01210
  4.396359629e+01 -3.694730348e+02  1.041505308e+02  1.292627350e+02  00310
 -1.017307793e+02 -1.105255684e+03  8.272583781e+02 -2.128654790e+03  20020
  1.130480283e+02  1.537980761e+03 -1.713959307e+03 -3.113602640e+03  11020
  4.655742662e+02 -6.065989726e+02 -1.573316481e+02 -6.398601610e+02  02020
  7.446800435e+02 -3.844082491e+03  1.204637342e+03  5.841751540e+02  10120
 -6.361612940e+02 -2.540434025e+03  3.065475244e+02 -3.393686690e+03  01120
 -1.036791080e+02  2.656463327e+03 -5.273487211e+02 -5.602550430e+02  00220
 -1.438001237e+03  7.388793928e+03 -1.227697931e+03 -3.831678680e+02  10030
 -6.923690241e+02  1.728696724e+03 -2.909988424e+02 -5.005402240e+02  01030
 -3.942447795e+02 -6.322650091e+03  1.134276045e+03  7.086821820e+02  00130
 -1.860489211e+02 -2.316253616e+03  3.570552581e+02  2.499998430e+02  00040
  4.374816167e+01 -4.585031851e+01  3.143087834e+01 -7.235641100e+00  50000
 -5.017561850e+02  5.400409011e+02 -3.650222059e+02  6.093849230e+01  41000
  1.679633269e+03 -1.785968512e+03  1.265131474e+03 -1.653682840e+02  32000
 -1.072525868e+03  1.157913846e+03 -9.518908950e+02  1.263464270e+02  23000
 -1.445058288e+03  1.551167709e+03 -1.196892931e+03  2.541899560e+02  14000
 -7.657747162e+02  8.028930848e+02 -6.542213052e+02  3.974597820e+02  05000
  3.990497882e+01  7.267711924e+01 -1.399543863e+01 -8.397149150e+01  40100
 -3.441524361e+02  2.079827399e+00 -2.002072621e+02  1.280475110e+03  31100
  1.055019047e+03 -1.951892641e+03  1.829017095e+03 -5.435805990e+03  22100
 -8.607001704e+02  1.339715641e+03 -1.971864919e+03  3.917910240e+03  13100
 -1.052317783e+03  1.373912238e+03 -2.154114972e+03  4.721517840e+03  04100
  6.003762285e+01 -4.071452590e+01 -2.777901521e+00  1.606694720e+02  30200
 -7.100047387e+02  1.030976186e+03 -2.186657117e+02 -1.470358490e+03  21200
  2.546414346e+03 -3.826318263e+03  1.315749715e+03  3.803973380e+03  12200
 -2.821972528e+03  5.978760533e+03 -2.149426167e+03 -5.268009710e+03  03200
 -3.927590778e+01  1.353247449e+02  8.016319431e+00  2.358878340e+01  20300
  7.381357931e+01  2.320661564e+01 -2.683998234e+02 -6.798701270e+02  11300
  4.463936282e+01  1.968345211e+03 -9.473494264e+01  2.194899050e+03  02300
  1.907397112e+01 -1.571034077e+02  6.669187519e+01 -7.157848410e+01  10400
  7.018343082e+01  1.233823773e+01 -1.737279091e+02  4.566899680e+02  01400
 -2.990606983e+00 -4.351076255e+01 -6.588969262e+00 -9.678560630e+00  00500
 -1.920264272e+01 -5.387526115e+02  1.531110088e+02 -4.360019300e+02  40010
 -2.473600994e+02  1.284839982e+03 -3.841221665e+02  1.890148890e+03  31010
  9.337983150e+02  5.415462546e+03 -1.597941063e+03  2.360885450e+03  22010
  6.231254198e+02  3.622798239e+03 -1.423329813e+03  1.623269100e+03  13010
  2.833687172e+02  1.616417470e+03 -7.978625430e+02  8.406022950e+02  04010
 -7.356524893e+01 -4.497616189e+02  2.713635591e+02 -9.434828210e+02  30110
  5.206805360e+02 -2.743203407e+03  2.477375461e+02  4.746998740e+03  21110
 -3.868359344e+02 -1.267473856e+01 -3.590562782e+02  6.099928340e+02  12110
 -7.269062193e+02  1.093410114e+03 -5.262541110e+02 -7.308397860e+02  03110
  3.298394159e+02 -3.090015506e+03  8.007167200e+02  5.989981990e+02  20210
 -6.546085470e+02 -4.923328463e+03  1.341979206e+03 -8.594655740e+02  11210
 -1.251881799e+02 -3.346479432e+03  1.398622750e+03 -9.212144450e+02  02210
 -3.407747421e+02  2.478171148e+03 -7.841590013e+02  4.647475940e+02  10310
 -3.954383732e+02 -1.166095953e+03  1.214859060e+03 -2.816791380e+03  01310
  1.140638922e+02  8.034854495e+02 -8.319016168e+01  1.834688250e+02  00410
  4.547535850e+02  3.170387461e+03 -1.057215963e+03  1.792781780e+03  30020
 -8.577692052e+01  4.984459215e+02 -5.458677728e+02  5.155241350e+02  21020
 -1.704185296e+02  2.567349082e+02 -2.522753917e+02 -1.084692530e+02  12020
 -1.425667395e+02  2.133294078e+02 -1.336050691e+02 -2.158962740e+02  03020
 -2.750158677e+02  1.906432671e+04 -5.061915776e+03 -7.211243510e+02  20120
 -3.023369437e+02  2.023145072e+03 -4.670488994e+02 -8.171719680e+02  11120
 -9.615510380e+01 -1.623838940e+02  1.627852740e+02 -4.066437210e+02  02120
  6.282575189e+02 -5.801454549e+03  1.676652716e+03 -6.140818880e+02  10220
  4.014814195e+02 -1.559427909e+03  6.863089484e+02 -2.691131970e+02  01220
 -7.170099064e+02 -3.680266360e+03  1.015084243e+03 -5.621736530e+02  00320
 -3.428971700e+02  6.898886442e+03 -1.762075278e+03 -4.021955620e+02  20030
 -1.184830689e+02  1.028313509e+03 -2.283219109e+02 -1.500065080e+02  11030
 -3.684907942e+01  1.108849317e+02  2.667774975e+00 -5.505782670e+01  02030
  3.087012735e+02 -2.646800948e+03  7.373042632e+02 -1.654486780e+01  10130
  1.558200801e+02 -6.726388555e+02  2.413447797e+02 -1.043222990e+01  01130
 -2.544341165e+02  5.293776976e+01 -1.536900272e+01 -1.827350640e+02  00230
  8.586139559e+01 -6.190611122e+02  1.773233490e+02  6.336407210e+00  10040
  3.856657932e+01 -1.619049360e+02  5.774499183e+01  2.586075200e+00  01040
 -5.673816817e+01  9.539582916e+01 -2.983078681e+01 -3.306622780e+01  00140
 -1.005998922e+01  1.340975450e+01 -5.648019069e+00 -5.712155580e+00  00050
 -3.633255447e+01  9.995258443e+00 -1.921635584e+01  0.000000000e+00  60000
  3.896360167e+02 -7.595757366e+01  1.637241642e+02  0.000000000e+00  51000
 -8.721983799e+02 -9.466373158e+01 -2.367784042e+02  0.000000000e+00  42000
 -6.128377578e+02  1.257306936e+02 -1.454816860e+02  0.000000000e+00  33000
 -3.021429963e+02  2.567763440e+02 -9.286795373e+01  0.000000000e+00  24000
 -1.292375791e+02  2.057491475e+02 -5.903122437e+01  0.000000000e+00  15000
 -4.490400959e+01  1.134416041e+02 -3.262369965e+01  0.000000000e+00  06000
 -8.289300460e+01 -1.169633362e+02  5.885370954e+01  0.000000000e+00  50100
  5.021162600e+02  3.238378463e+02 -2.035232631e+02  0.000000000e+00  41100
